,PID,BAI,PARCELID,PROPLOC,SUBDIV,LAND_ASSESS,IMPROV_ASSESS,TOTAL_ASSESS,CITY,STATE,ZIP,SALE_DATE,SALE_PRICE,IMPROVE_VACANT,DEED,YR_BUILT,STYLE,GRADE,ROOF_STRUCT,ROOF_COVER,EXT_WALLCOV,HEAT_FUEL,AC_TYPE,INT_FLOOR,NUM_BED,NUM_BATH,LIVING_SQFT,ACRES,ZONING,UTILITIES,STREET_QUALITY
11870,105886,229669,K13-0156-1741,7983 EAGLE CR ,FARMS OF NEW KENT,92200,255900,348100,NEW KENT,VA,23124,2018-05-22 00:00:00,332225.0,I,NEW CONSTRUCTION,2018.0,Transitional 2+ Sty,C+,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,3.0,3.0,2716.0,0.35,PUD,,
11871,105887,229670,K13-0054-1754,7889 UPLANDS DR ,FARMS OF NK LANDBAY IV,83100,281000,364100,NEW KENT,VA,23124,2010-02-03 00:00:00,247615.0,I,,2010.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,2760.0,0.24,PUD,All Public,Paved
11872,105888,229671,K13-0069-1575,7884 UPLANDS DR ,FARMS OF NK LANDBAY IV,76100,325800,401900,NEW KENT,VA,23124,2010-05-24 00:00:00,300390.0,I,,2010.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,3.0,2568.0,0.3,PUD,All Public,
11873,105889,229672,K13-0074-1462,7872 UPLANDS DR ,FARMS OF NEW KENT,88400,292500,380900,NEW KENT,VA,23124,2019-09-20 00:00:00,0.0,I,,2010.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,2650.0,0.29,PUD ,All Public,Paved
11874,105890,229673,K12-4018-1427,7866 UPLANDS DR ,FARMS OF NEW KENT,77700,356000,433700,NEW KENT,VA,23124,2018-11-02 00:00:00,413710.0,I,,2018.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,4.0,3448.0,0.19,PUD,,
11875,105891,229674,K12-3998-1340,7860 UPLANDS DR ,FARMS OF NEW KENT,82000,244900,326900,NEW KENT,VA,23124,2018-05-10 00:00:00,285415.0,I,NEW CONSTRUCTION,2017.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,2264.0,0.23,PUD,,
11876,105892,229675,K12-3990-1244,7856 UPLANDS DR ,FARMS OF NK LANDBAY IV,90600,246800,337400,NEW KENT,VA,23124,2019-04-10 00:00:00,316260.0,I,,2019.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,3080.0,0.32,PUD,,
11877,105893,229676,K12-4013-0815,7820 SEDGE DR ,FARMS OF NEW KENT,90000,256500,346500,NEW KENT,VA,23124,2017-12-01 00:00:00,322810.0,I,NEW CONSTRUCTION,2017.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,3250.0,0.31,PUD,,
11878,105894,229677,K13-0080-0847,7828 SEDGE DR ,FARMS OF NEW KENT,87400,276700,364100,NEW KENT,VA,23124,2018-12-19 00:00:00,294075.0,I,,2018.0,Modern 2 STY,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,3.0,2.0,2408.0,0.28,PUD,,
11879,105895,229678,K13-0086-0934,7836 SEDGE DR ,FARMS OF NEW KENT,84200,272300,356500,NEW KENT,VA,23124,2017-02-21 00:00:00,275000.0,I,,2009.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,2982.0,0.25,PUD,All Public,Paved
11880,105896,229679,K12-3974-0661,7311 SEDGE CT ,FARMS OF NEW KENT,88400,261000,349400,NEW KENT,VA,23124,2017-10-12 00:00:00,315720.0,I,NEW CONSTRUCTION,2017.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,3382.0,0.29,PUD,,
11881,105897,229680,K12-3860-0666,7297 SEDGE CT ,FARMS OF NK LANDBAY IV,91600,374400,466000,NEW KENT,VA,23124,2014-01-09 00:00:00,0.0,I,JENNIFER TENDELL FAMILY TRUST UDTA,2009.0,Transitional 2+ Sty,B-,Mansard,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,5.0,3.0,3761.0,0.34,PUD,All Public,Paved
11882,105898,229681,K12-3725-0728,7291 SEDGE CT ,FARMS OF NEW KENT,95400,338600,434000,NEW KENT,VA,23124,2018-04-17 00:00:00,358800.0,I,NEW CONSTRUCTION,2018.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,3.0,3.0,2089.0,0.47,PUD,,
11883,105899,229682,K12-3738-0861,7292 SEDGE CT ,FARMS OF NK LANDBAY IV,97800,483100,580900,NEW KENT,VA,23124,2009-08-18 00:00:00,457500.0,I,,2009.0,Transitional 2+ Sty,C++,Mansard,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,4.0,4590.0,0.56,PUD,All Public,Paved
11884,105900,229683,K12-3914-0889,7294 SEDGE CT ,FARMS OF NK LANDBAY IV,96700,314800,411500,NEW KENT,VA,23124,2009-07-06 00:00:00,386727.0,I,,2009.0,Transitional 1 Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,3.0,3.0,2494.0,0.52,PUD,"All Public,Gas,Electric",Paved
11885,105901,229684,K12-4021-0340,7338 CRESS TE ,FARMS OF NEW KENT,89500,295600,385100,NEW KENT,VA,23124,2018-11-06 00:00:00,331935.0,I,,2018.0,Modern 2 STY,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,3.0,3.0,2772.0,0.3,PUD,,
11886,105902,229685,K12-3994-0450,7790 SEDGE DR,FARMS OF NK LANDBAY IV,88400,284000,372400,NEW KENT,VA,23124,2019-02-01 00:00:00,347845.0,I,,2019.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,3.0,3.0,2850.0,0.29,PUD,,
11887,105903,229686,K12-3978-0551,7798 SEDGE DR ,FARMS OF NEW KENT,90000,269500,359500,NEW KENT,VA,23124,2019-01-30 00:00:00,296745.0,I,,2019.0,Modern 2 STY,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,3.0,2.0,2548.0,0.31,PUD,,
11888,105904,229687,K12-3666-0128,7284 CRESS TE ,FARMS OF NEW KENT,87400,354400,441800,NEW KENT,VA,23124,2019-01-23 00:00:00,407560.0,I,,2019.0,Craftsman,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,5.0,3.0,3690.0,0.28,PUD,,
11889,105905,229688,K12-3721-0228,7298 CRESS TE ,FARMS OF NK LANDBAY IV,91100,322000,413100,NEW KENT,VA,23124,2010-02-23 00:00:00,344307.0,I,,2010.0,Colonial,B-,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,2610.0,0.33,PUD,All Public,Paved
11890,105906,229689,K12-3736-0295,7310 CRESS TE ,FARMS OF NEW KENT,92200,253900,346100,NEW KENT,VA,23124,2018-04-26 00:00:00,319528.0,I,NEW CONSTRUCTION,2018.0,Transitional 1 Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,2.0,2.0,2092.0,0.35,PUD,,
11891,105907,229690,K12-3916-0322,7324 CRESS TE ,FARMS OF NEW KENT,89500,280700,370200,NEW KENT,VA,23124,2018-10-19 00:00:00,323810.0,I,,2018.0,Modern 2 STY,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,3060.0,0.3,PUD,,
11892,105908,229691,K12-4021-0142,7335 CRESS TE ,FARMS OF NK LANDBAY IV,94800,395900,490700,NEW KENT,VA,23124,2009-02-03 00:00:00,450909.0,I,,2009.0,Transitional 2+ Sty,B-,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,5.0,3.0,4528.0,0.45,PUD,All Public,Paved
11893,105909,229692,J12-3742-4774,7283 CRESS TE ,FARMS OF NK LANDBAY IV,85500,280500,366000,NEW KENT,VA,23124,2021-09-16 00:00:00,369990.0,I,,2019.0,Modern 2 STY,C,Hip,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,2410.0,0.31,PUD,,
11894,105910,229693,K12-3880-0132,7309 CRESS TE ,FARMS OF NK LANDBAY IV,93000,292000,385000,NEW KENT,VA,23124,2019-06-27 00:00:00,374970.0,I,,2019.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,3262.0,0.38,PUD,,
11895,105911,229694,J12-3878-4752,7748 SEDGE DR ,FARMS OF NK LANDBAY IV,91100,220200,311300,NEW KENT,VA,23124,2019-10-29 00:00:00,260265.0,I,,2019.0,Modern 2 STY,C--,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,2224.0,0.33,PUD,,
11896,105912,229695,J12-3820-4662,7738 SEDGE DR ,FARMS OF NEW KENT,87400,297000,384400,NEW KENT,VA,23124,2018-12-04 00:00:00,329465.0,I,,2018.0,Modern 2 STY,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,3102.0,0.28,PUD,,
11897,105913,229696,J12-3768-4576,7730 SEDGE DR ,FARMS OF NK LANDBAY IV,87400,266400,353800,NEW KENT,VA,23124,2021-12-01 00:00:00,355000.0,I,,2019.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,2.0,2141.0,0.28,PUD,,
11898,105914,229697,J12-3727-4468,7720 SEDGE DR,FARMS OF NK LANDBAY IV,91600,293700,385300,NEW KENT,VA,23124,2019-03-21 00:00:00,370000.0,I,,2019.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,3286.0,0.34,PUD,,
11899,105915,229698,J13-0055-4589,7747 SEDGE DR,FARMS OF NK LANDBAY IV,88400,324100,412500,NEW KENT,VA,23124,2019-03-27 00:00:00,393215.0,I,,2019.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,4.0,2072.0,0.29,PUD,,
11900,105916,229699,J12-3967-4562,7739 SEDGE DR ,FARMS OF NK LANDBAY IV,88400,319300,407700,NEW KENT,VA,23124,2018-12-13 00:00:00,336015.0,I,,2018.0,Modern 2 STY,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,4.0,3.0,2224.0,0.29,PUD,,
11901,105917,229700,J12-3916-4478,7731 SEDGE DR ,FARMS OF NEW KENT,87400,433600,521000,NEW KENT,VA,23124,2021-10-04 00:00:00,520000.0,I,,2018.0,Transitional 2+ Sty,B+,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,2.0,3422.0,0.28,PUD,,
11902,105918,229701,K13-0877-0878,RT 610 ,FARMS OF NK LANDBAY IV,0,0,0,RICHMOND,VA,23219,2015-12-30 00:00:00,1000.0,V,HOA PROPERTY,,,,,,,,,,,,,1.15,PUD,,
11903,105919,229702,OPEN SPACE,RT 610 ,FARMS OF NK LANDBAY IV,16300,0,16300,RICHMOND,VA,23219,2015-12-30 00:00:00,25000.0,V,96 LOTS IN SALE,,,,,,,,,,,,,10.75,PUD,,
11904,105920,229705,H19-3541-0623,KENTLAND TL,BRICKSHIRE,0,0,0,PROVIDENCE FORGE,VA,23140,2008-09-25 00:00:00,,V,,,,,,,,,,,,,,0.58,PUD,,
11905,105921,229704,G19-3980-4229,KENTLAND TL,BRICKSHIRE,0,0,0,PROVIDENCE FORGE,VA,23140,2008-09-25 00:00:00,,V,,0.0,,,,,,,,,,,0.0,2.55,PUD,,
11906,105922,229703,G19-3837-1844,KENTLAND TL ,BRICKSHIRE,0,0,0,PROVIDENCE FORGE,VA,23140,2008-09-25 00:00:00,,V,,,,,,,,,,,,,,20.3,PUD,,
11907,105940,229706,G11-0635-2066,SOUTH GARDEN RD,ON SO GARDEN RD,71100,0,71100,CHARLES CITY,VA,23030,2018-08-03 00:00:00,0.0,V,WILL BOOK,,,,,,,,,,,,,1.6,A1,,
11908,105941,229707,D22-3425-1780,ROCKAHOCK BAR RD,ON ROCKAHOCK ROAD,86100,0,86100,LANEXA,VA,23089,2010-09-10 00:00:00,,V,,,,,,,,,,,,,,4.74,A1,,
11909,105942,229708,L04-0293-0335,RT 613 ,PT OF ORAPAX FARM,702400,0,702400,MECHANICSVILLE,VA,23116,2021-06-10 00:00:00,0.0,V,QUITCLAIM DEED OF EASEMENT-VA NATURAL GAS,,,,,,,,,,,,,144.69,R1,,
11910,105963,229709,H18-1992-3051,5706 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,50500,241700,292200,PROVIDENCE FORGE,VA,23140,2009-08-21 00:00:00,236990.0,I,,2009.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2344.0,2.3e-05,PUD,"All Public,Gas/Electric",Paved
11911,105964,229710,H18-1975-3003,5700 HOGAN BRIDGE DR ,OAKMONT VILLAS,50500,279100,329600,PROVIDENCE FORGE,VA,23140,2021-08-31 00:00:00,331000.0,I,,2009.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,4.0,2.0,2344.0,2.3e-05,PUD,"All Public,Gas/Electric",Paved
11912,105965,229711,H18-1957-2955,5694 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,50500,343500,394000,EAST HAMPTON,CT,06424,2009-05-04 00:00:00,358000.0,I,,2009.0,Transitional 1 Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,3.0,2652.0,2.3e-05,PUD,"All Public,Gas/Electric",Paved
11913,105966,229712,H18-1939-2907,5688 HOGAN BRIDGE DR ,OAKMONT VILLAS,50500,190900,241400,PROVIDENCE FORGE,VA,23140,2015-08-14 00:00:00,155100.0,I,FORECLOSURE RESALE,2009.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,1680.0,2.3e-05,PUD,"All Public,Gas/Electric",Paved
11914,105967,229713,H18-1919-2857,5682 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,50500,220000,270500,PROVIDENCE FORGE,VA,23140,2020-03-20 00:00:00,242000.0,I,RENTAL PROPERTY,2010.0,Colonial,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2528.0,2.3e-05,PUD,All Public,Paved
11915,105968,229714,H18-1899-2804,5676 HOGAN BRIDGE DR ,OAKMONT VILLAS,50500,239700,290200,PROVIDENCE FORGE,VA,23140,2021-01-12 00:00:00,290000.0,I,,2009.0,Transitional 1 Sty,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,3.0,2494.0,2.3e-05,PUD,All Public,Paved
11916,105969,229715,H18-1888-2752,5670 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,65200,249200,314400,PROVIDENCE FORGE,VA,23140,2012-08-21 00:00:00,217500.0,I,,2009.0,Transitional 1 Sty,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1986.0,2.3e-05,PUD,"All Public,Gas/Electric",Paved
11917,105970,229716,H18-1870-2703,5662 HOGAN BRIDGE DR ,OAKMONT VILLAS,65200,269000,334200,PROVIDENCE FORGE,VA,23140,2018-02-23 00:00:00,250000.0,I,,2009.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,3.0,2226.0,2.3e-05,PUD,"All Public,Gas/Electric",Paved
11918,105971,229717,H18-1855-2647,5654 HOGAN BRIDGE DR ,OAKMONT VILLAS,65200,250900,316100,COVENTRY,CT,06238,2015-09-03 00:00:00,243000.0,I,,2009.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1931.0,2.3e-05,PUD,"All Public,Gas/Electric",Paved
11919,105972,229718,H18-1821-2606,5646 HOGAN BRIDGE DR ,OAKMONT VILLAS,65200,240900,306100,PROVIDENCE FORGE,VA,23140,2020-12-21 00:00:00,280000.0,I,,2012.0,Transitional 1 Sty,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1734.0,2.3e-05,PUD,,
11920,105973,229719,H18-1790-2565,5640 HOGAN BRIDGE DR,OAKMONT VILLAS PH 3,65200,276400,341600,PROVIDENCE FORGE,VA,23140,2009-12-07 00:00:00,276053.0,I,,2009.0,Transitional 1 Sty,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,3.0,2614.0,2.3e-05,PUD,All Public,Paved
11921,105974,229720,H18-1759-2525,5634 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,65200,230700,295900,PROVIDENCE FORE,VA,23140,2010-01-11 00:00:00,228290.0,I,,2010.0,Transitional 1 Sty,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,2.0,2.0,1714.0,2.3e-05,PUD,,
11922,105975,229721,H18-1731-2476,5628 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,65200,200000,265200,PROVIDENCE FORGE,VA,23140,2018-03-13 00:00:00,225000.0,I,,2009.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1952.0,2.3e-05,PUD,All Public,Paved
11923,105976,229722,H18-1725-2386,10810 WHITE DOGWOOD DR ,OAKMONT VILLAS PH 3,50500,236600,287100,PROVIDENCE FORGE,VA,23140,2021-06-25 00:00:00,287500.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2384.0,2.3e-05,PUD,,
11924,105977,229723,H18-1664-2402,10804 WHITE DOGWOOD DR ,OAKMONT VILLAS PH 3,50500,188000,238500,NEWPORT NEWS,VA,23606,2010-06-15 00:00:00,191890.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1680.0,2.3e-05,PUD,,
11925,105978,229724,H18-1620-2437,10800 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,269400,334600,PROVIDENCE FORGE,VA,23140,2021-03-29 00:00:00,340000.0,I,,2012.0,Colonial,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,3220.0,2.3e-05,PUD,,
11926,105979,229725,H18-1590-2482,10796 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,315300,380500,PROVIDENCE FORGE,VA,23140,2016-04-22 00:00:00,271905.0,I,NEW CONSTRUCTION,2016.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,4.0,2.0,3250.0,2.3e-05,PUD,,
11927,105980,229726,H18-1550-2513,10794 WHITE DOGWOOD DR ,OAKMONT VILLAS PH 3,65200,234500,299700,PROVIDENCE FORGE,VA,23140,2020-10-09 00:00:00,267000.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2384.0,2.3e-05,PUD,,
11928,105981,229727,H18-1509-2544,10790 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,337300,402500,PROVIDENCE FORGE,VA,23140,2015-06-22 00:00:00,300175.0,I,NEW CONSTRUCTION,2015.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2724.0,2.3e-05,PUD,,
11929,105982,229728,H18-1468-2574,10786 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,205500,270700,PROVIDENCE FORGE,VA,23140,2021-07-12 00:00:00,270000.0,I,,2011.0,Transitional 1 Sty,C-,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Laminate,3.0,2.0,1728.0,2.3e-05,PUD,,
11930,105983,229729,H18-1428-2605,10784 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,282700,347900,PROVIDENCE FORGE,VA,23140,2020-04-14 00:00:00,307000.0,I,,2015.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2734.0,2.3e-05,PUD,,
11931,105984,229730,H18-1389-2639,10780 WHITE DOGWOOD DR,OAKMONT VILLAS,65200,244900,310100,PROVIDENCE FORGE,VA,23140,2020-10-15 00:00:00,0.0,I,ELIZABETH C EDDOWES SEPARATE TRUST UNDER THE FREDERIC C EDDOWES & ELIZABETH C EDDOWES REV TRUST DTD 10/27/14 AS AMENDED,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2384.0,2.3e-05,PUD,All Public,Paved
11932,105985,229731,H18-1190-2698,10771 WHITE DOGWOOD DR ,OAKMONT VILLAS,65700,261300,327000,PROVIDENCE FORGE,VA,23140,2015-03-09 00:00:00,214800.0,I,FORECLOSURE RESALE,2011.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2688.0,2.3e-05,PUD,,
11933,105986,229732,H18-1182-2559,10773 WHITE DOGWOOD DR ,OAKMONT VILLAS PH 3,42900,210600,253500,CHESAPEAKE,VA,23322,2010-03-02 00:00:00,265000.0,I,,2010.0,Transitional 1 Sty,C--,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1854.0,2.3e-05,PUD,,
11934,105987,229733,H18-1254-2523,10777 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,233700,298900,PROVIDENCE FORGE,VA,23140,2020-11-19 00:00:00,280000.0,I,,2010.0,Transitional 1 Sty,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Laminate,4.0,3.0,2314.0,2.3e-05,PUD,All Public,Paved
11935,105988,229734,H18-1295-2492,10779 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,224500,289700,PROVIDENCE FORGE,VA,23140,2014-11-13 00:00:00,215000.0,I,,2011.0,Transitional 1 Sty,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1840.0,2.3e-05,PUD,,
11936,105989,229735,H18-1336-2462,10783 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,270600,335800,PROVIDENCE FORGE,VA,23140,2013-11-15 00:00:00,265100.0,I,,2013.0,Transitional 1 Sty,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2112.0,2.3e-05,PUD,,
11937,105990,229736,H18-1376-2431,10785 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,292300,357500,PROVIDENCE FORGE,VA,23140,2015-06-15 00:00:00,292653.0,I,NEW CONSTRUCTION,2015.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,3060.0,2.3e-05,PUD,,
11938,105991,229737,H18-1417-2400,10789 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,219400,284600,PROVIDENCE FORGE,VA,23140,2020-08-14 00:00:00,260000.0,I,,2011.0,Transitional 1 Sty,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1734.0,2.3e-05,PUD,,
11939,107000,229738,H18-1458-2369,10791 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,311200,376400,PROVIDENCE FORGE,VA,23140,2020-12-16 00:00:00,342000.0,I,,2015.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,3220.0,2.3e-05,PUD,,
11940,107001,229739,H18-1498-2338,10795 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,238400,303600,PROVIDENCE FORGE,VA,23140,2014-06-23 00:00:00,207315.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,2384.0,2.3e-05,PUD,,
11941,107002,229740,H18-1539-2308,10799 WHITE DOGWOOD DR ,OAKMONT VILLAS,65200,251700,316900,PROVIDENCE FORGE,VA,23140,2017-01-19 00:00:00,0.0,I,DEED OF GIFT; DEED DATED 06/08/15,2014.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2528.0,2.3e-05,PUD,,
11942,107003,229741,H18-1579-2262,10801 WHITE DOGWOOD DR ,OAKMONT VILLAS,50500,187400,237900,PROVIDENCE FORGE,VA,23140,2021-01-12 00:00:00,232000.0,I,,2010.0,Modern 2 STY,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1680.0,2.3e-05,PUD,All Public,Paved
11943,107004,229742,H18-1630-2229,10805 WHITE DOGWOOD DR,OAKMONT VILLAS PH 3,50500,218100,268600,PROVIDENCE FORGE,VA,23140,2020-01-14 00:00:00,230000.0,I,,2011.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1952.0,2.3e-05,PUD,,
11944,107005,229743,H18-1682-2217,10809 WHITE DOGWOOD DR ,OAKMONT VILLAS PH 3,50500,307500,358000,PROVIDENCE FORGE,VA,23140,2011-03-28 00:00:00,259012.0,I,,2011.0,Transitional 1 Sty,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,3.0,2434.0,2.3e-05,PUD,,
11945,107006,229744,H18-2302-2867,10930 FLOWERING REDBUD DR ,OAKMONT VILLAS,50500,234100,284600,PROVIDENCE FORGE,VA,23140,2019-07-17 00:00:00,245000.0,I,,2010.0,Transitional 1 Sty,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1714.0,2.3e-05,PUD,,
11946,107007,229745,H18-2246-2901,10922 FLOWERING REDBUD DR ,OAKMONT VILLAS,50500,187600,238100,PROVIDENCE FORGE,VA,23140,2016-07-28 00:00:00,205000.0,I,,2009.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1722.0,2.3e-05,PUD,All Public,Paved
11947,107008,229746,H18-2189-2925,10914 FLOWERING REDBUD DR ,OAKMONT VILLAS PH 3,50500,193600,244100,PROVIDENCE FORGE,VA,23140,2019-10-02 00:00:00,220000.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1680.0,2.3e-05,PUD,,
11948,107009,229747,H18-2124-2993,5705 HOGAN BRIDGE DR ,OAKMONT VILLAS,50500,189000,239500,PROVIDENCE FORGE,VA,23140,2016-12-13 00:00:00,199000.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Vinyl,3.0,2.0,1680.0,2.3e-05,PUD,,
11949,107010,229748,H18-2106-2931,5699 HOGAN BRIDGE DR,OAKMONT VILLAS PH 3,50500,283600,334100,PROVIDENCE FORGE,VA,23140,2009-12-01 00:00:00,273040.0,I,,2009.0,Transitional 1 Sty,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,3.0,2702.0,2.3e-05,PUD,All Public,Paved
